Age,Family_Income,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Stress_Index,GPA,Semester,Dropout,is_female,has_internet_access,has_part_time_job,has_scholarship,Department_Business,Department_CS,Department_Engineering,Department_Science,Parental_Education_High School,Parental_Education_Master,Parental_Education_PhD,Parental_Education_Unknown,study_efficiency,risk_score
23.5,29740.5,4.0,76.8,0,34.9,5.5,2.68,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0.5955555555555556,-2.1799999999999997
19.1,52977.0,1.26,80.3,2,43.6,4.7,2.68,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.5227272727272727,-1.3299999999999992
19.2,74932.0,5.48,83.2,0,57.1,1.0,4.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6688963210702341,-7.32
23.2,25000.0,6.63,71.1,1,18.7,5.6,2.27,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0.31837307152875177,-0.5099999999999998
20.9,25000.0,4.96,64.4,0,10.6,6.6,1.54,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0.28205128205128205,0.15999999999999925
24.0,25000.0,3.23,100.0,1,32.2,9.0,2.08,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0.5576407506702413,0.0
19.5,42288.0,4.38,84.2,0,41.4,6.6,4.0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0.819672131147541,-1.8200000000000003
20.9,32731.0,2.49,73.9,5,22.0,3.7,3.24,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1.0836120401337792,1.3099999999999987
19.0,46807.0,2.76,64.9,2,30.4,4.7,0.0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.20999999999999996
21.0,29740.5,4.0,93.6,1,44.6,5.5,1.58,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.35111111111111115,-2.8599999999999994
17.7,67722.0,4.76,74.4,1,43.4,6.3,2.13,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.4049429657794677,-0.14000000000000057
19.9,28521.0,4.48,74.4,5,23.0,7.4,1.57,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0.3152610441767068,4.96
17.8,29740.5,4.0,76.3,1,33.3,5.5,1.39,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0.3088888888888889,-1.13
22.5,60916.0,7.06,83.1,0,18.8,5.1,0.21,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0.02777777777777778,-3.209999999999999
22.6,58051.0,4.74,87.1,1,12.6,5.4,2.06,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0.3931297709923664,-2.3099999999999987
17.2,36920.0,3.85,79.6,2,46.3,7.2,2.63,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0.6045977011494253,1.2400000000000002
23.9,48611.0,4.11,73.6,2,5.0,4.7,2.12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.4598698481561822,-0.6599999999999993
26.5,84541.0,3.21,100.0,2,32.3,6.6,1.76,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0.4743935309973046,-1.4000000000000004
21.1,40464.0,2.88,78.1,0,25.6,5.5,2.49,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0.7366863905325445,-2.3099999999999996
19.6,25000.0,7.21,82.1,3,36.6,3.3,4.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0.5188067444876784,-1.9099999999999993
27.2,42185.0,2.9,70.0,2,21.8,5.5,1.74,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0.5117647058823529,0.5
18.1,29740.5,4.0,86.6,1,43.7,5.5,1.89,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0.42,-2.16
21.0,25000.0,3.57,90.7,2,27.3,5.5,3.27,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.8034398034398034,-1.5700000000000003
21.4,39230.0,3.08,75.1,1,47.4,4.9,0.12,3,0,0,1,1,0,1,0,0,0,0,1,0,0,0.0335195530726257,-1.6099999999999994
24.0,31888.0,4.02,67.3,0,32.6,8.1,1.91,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0.422566371681416,1.37
21.8,59507.0,3.45,78.9,1,17.4,6.2,3.82,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.9670886075949366,-0.6900000000000004
19.9,25000.0,3.83,97.2,0,36.5,3.0,3.71,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0.8568129330254042,-6.720000000000001
18.9,25000.0,3.58,76.9,1,35.0,5.0,1.99,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0.4877450980392157,-1.6900000000000004
20.2,32899.0,3.7,100.0,3,28.7,6.0,2.48,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0.5904761904761905,-1.0
18.8,37351.0,2.0,77.5,1,21.0,5.9,1.25,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0.5,-0.8499999999999996
21.1,31455.0,3.59,67.4,5,40.3,6.4,0.49,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0.1198044009779951,4.66
19.8,30104.0,3.84,77.9,0,18.4,5.2,3.34,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7695852534562212,-2.5900000000000007
17.7,25000.0,3.65,67.0,1,19.7,5.1,3.85,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0.927710843373494,-0.6000000000000005
23.8,27355.0,3.66,76.2,1,36.3,5.5,2.73,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0.65625,-1.12
19.9,25000.0,5.2,85.1,1,27.5,6.9,1.78,3,0,1,1,1,1,1,0,0,0,0,1,0,0,0.31228070175438594,-0.6099999999999994
18.2,56592.0,3.34,78.3,2,6.4,4.3,3.46,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.9010416666666667,-1.5300000000000002
20.6,37332.0,5.32,90.8,3,18.5,5.4,2.92,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0.5017182130584192,-0.6799999999999997
21.2,25165.0,6.62,77.7,5,34.9,5.9,2.48,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0.34831460674157305,3.13
17.2,83644.0,3.16,70.1,4,26.8,4.5,0.99,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0.2704918032786885,1.4900000000000002
21.7,25302.0,4.49,83.2,0,28.8,6.3,3.25,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0.6513026052104208,-2.0200000000000005
18.7,41551.0,4.31,80.8,3,33.1,6.1,3.74,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0.7775467775467777,1.0199999999999996
24.8,26899.0,4.07,81.8,3,35.5,1.8,4.0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0.87527352297593,-3.38
22.2,79118.0,1.9,71.8,5,31.4,5.6,1.6,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.6666666666666667,3.42
20.1,31323.0,5.15,84.1,0,5.0,8.1,3.5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6194690265486725,-0.3100000000000005
19.4,31884.0,3.51,93.1,2,29.3,8.2,2.63,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.655860349127182,0.8900000000000006
20.8,27339.0,5.51,71.5,3,23.8,6.7,0.97,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0.16139767054908485,2.549999999999999
22.3,33453.0,3.98,66.7,1,30.4,7.8,1.28,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.2857142857142857,2.130000000000001
20.9,61067.0,5.48,69.6,5,42.8,5.2,1.78,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0.29765886287625415,3.24
20.5,49390.0,4.67,81.8,3,17.1,6.5,2.15,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0.4158607350096712,1.3200000000000003
21.1,30238.0,4.99,69.1,2,30.8,5.8,2.71,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0.4936247723132969,0.8900000000000006
19.7,29740.5,4.0,84.6,3,35.7,5.5,3.19,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0.7088888888888889,0.040000000000000924
20.2,50201.0,3.82,84.9,6,26.3,8.8,2.14,3,1,1,1,1,1,1,0,0,0,0,1,0,0,0.49537037037037035,6.3100000000000005
17.0,25000.0,3.53,84.9,1,14.3,7.3,1.61,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.39950372208436735,-0.1899999999999995
23.1,25000.0,4.58,100.0,3,15.6,4.9,2.65,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5216535433070866,-2.0999999999999996
21.7,25000.0,4.91,67.1,1,29.6,8.3,0.5,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0.09242144177449169,2.5900000000000016
19.3,38102.0,3.99,68.3,0,22.6,5.9,0.95,3,1,1,1,0,1,1,0,0,0,1,0,0,0,0.21158129175946547,-0.9299999999999997
25.2,42545.0,5.01,92.2,1,6.9,6.7,2.01,2,0,1,1,1,0,0,0,0,1,0,1,0,0,0.36479128856624315,-1.5200000000000005
21.2,67204.0,3.04,86.3,3,20.4,5.1,1.89,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.5338983050847458,-0.5299999999999994
18.7,25000.0,4.33,91.2,0,14.4,6.8,1.91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.39544513457556935,-2.320000000000001
22.9,25000.0,5.49,65.7,4,39.0,6.2,1.9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3171953255425709,3.629999999999999
21.9,25000.0,4.33,71.1,5,12.2,7.5,1.28,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.2650103519668737,5.390000000000001
21.9,25000.0,3.85,89.8,3,47.0,4.6,0.88,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0.20229885057471267,-1.3800000000000008
20.1,25000.0,5.18,80.7,4,55.9,7.2,3.59,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0.6320422535211268,3.129999999999999
22.0,37048.0,6.05,92.5,1,21.1,1.1,4.0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0.6106870229007634,-7.15
20.4,47232.0,4.78,78.7,3,22.6,4.4,1.28,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0.24242424242424243,-0.46999999999999975
22.2,25000.0,1.95,80.3,0,41.3,3.1,2.42,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0.9877551020408162,-4.93
17.0,25000.0,3.0,100.0,0,43.0,6.1,2.76,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.7885714285714285,-3.9000000000000004
20.0,25000.0,5.33,73.7,0,24.1,7.2,2.35,3,0,1,1,1,0,1,0,0,0,1,0,0,0,0.4030874785591767,-0.16999999999999993
24.8,33813.0,3.38,87.9,3,24.7,5.5,3.19,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.8221649484536082,-0.2900000000000009
19.3,25000.0,4.11,69.5,3,24.8,7.9,0.0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,3.95
19.7,80646.0,3.33,75.1,4,19.8,4.1,1.3,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0.33942558746736295,0.5899999999999999
20.0,38021.0,5.13,87.9,0,40.9,3.0,3.72,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.6607460035523979,-5.790000000000001
18.3,26826.0,4.69,70.7,0,31.9,6.8,1.66,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.3198458574181117,-0.27000000000000046
17.0,25000.0,3.18,89.0,0,21.3,7.6,1.27,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0.3451086956521739,-1.3000000000000007
20.5,25000.0,5.12,80.2,2,30.8,5.7,1.42,3,0,1,1,0,0,0,0,1,0,0,0,0,1,0.25266903914590744,-0.3199999999999994
21.3,25000.0,5.19,74.2,0,25.5,8.8,1.35,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.23725834797891038,1.3800000000000008
20.9,25000.0,4.78,81.1,3,60.0,6.4,2.36,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0.4469696969696969,1.290000000000001
20.7,25000.0,4.32,77.3,4,27.0,6.2,2.54,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0.5269709543568465,2.4699999999999998
21.1,25000.0,8.82,76.3,2,38.9,4.7,3.44,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0.3690987124463519,-0.9299999999999997
23.3,37282.0,2.17,78.0,3,35.2,3.2,2.42,2,0,1,1,1,0,0,1,0,0,0,1,0,0,0.9063670411985019,-1.5999999999999996
20.6,40480.0,3.63,70.9,1,28.2,5.0,2.6,3,0,1,1,1,1,0,0,0,1,0,0,0,0,0.6295399515738499,-1.0900000000000007
19.7,25000.0,4.01,67.9,2,35.3,8.3,1.75,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0.3880266075388027,3.51
20.4,94949.0,5.65,65.0,4,32.5,5.8,1.55,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0.25203252032520324,3.3000000000000007
22.3,25000.0,3.67,86.0,3,59.8,4.8,2.71,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0.6498800959232613,-0.7999999999999998
24.1,30789.0,5.49,85.5,1,28.8,3.9,1.68,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0.28046744574290483,-3.6500000000000004
19.6,26078.0,3.27,75.7,2,5.0,6.5,1.24,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0.32891246684350134,0.9299999999999997
21.2,25000.0,4.62,81.0,1,56.3,3.5,3.71,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0.724609375,-3.5999999999999996
21.7,25000.0,5.15,93.1,2,23.9,6.1,1.68,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0.2973451327433628,-1.209999999999999
18.8,29740.5,4.0,77.0,4,31.0,5.5,2.46,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5466666666666666,1.7999999999999998
21.0,25970.0,5.03,79.9,1,23.5,5.0,3.75,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6781193490054249,-1.9900000000000002
17.8,25000.0,5.89,97.5,2,22.8,6.7,2.82,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0.4413145539906103,-1.0500000000000007
17.1,25000.0,3.9,85.1,0,16.6,3.8,3.54,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0.8045454545454545,-4.71
21.8,25000.0,2.75,89.2,3,6.0,5.5,3.65,3,0,1,1,0,0,1,0,0,0,0,0,0,0,1.123076923076923,-0.41999999999999993
20.2,25006.0,3.63,87.7,1,21.4,2.8,1.84,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0.4455205811138015,-4.97
21.4,25000.0,3.92,86.0,1,36.2,5.3,3.44,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0.7782805429864253,-2.3
21.0,26417.0,5.28,76.2,3,10.2,6.4,0.92,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.15916955017301038,1.7800000000000002
18.9,27857.0,2.87,74.2,1,36.1,6.9,2.76,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.8189910979228485,0.4800000000000004
20.9,25000.0,4.87,87.4,1,57.8,7.5,3.4,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0.633147113594041,-0.2400000000000002
18.3,26175.0,4.76,86.2,0,33.4,6.7,0.77,3,1,1,1,0,0,0,0,0,1,1,0,0,0,0.14638783269961977,-1.9200000000000008
24.1,25000.0,4.65,83.9,1,13.3,4.8,3.74,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0.7262135922330097,-2.5900000000000007
18.0,74189.0,5.61,84.3,1,34.8,2.2,4.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.6546644844517184,-5.2299999999999995
20.6,25000.0,4.38,75.8,2,41.5,7.3,2.9,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0.5942622950819673,1.7200000000000006
18.7,25000.0,3.31,72.6,3,45.7,4.6,2.99,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0.7847769028871392,0.33999999999999986
22.3,25000.0,3.95,76.1,3,32.3,2.9,0.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,-1.709999999999999
20.3,25000.0,4.09,80.0,1,37.3,8.9,3.55,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0.7734204793028322,1.9000000000000004
19.9,30175.0,3.38,77.2,3,40.2,5.4,2.87,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0.7396907216494846,0.6799999999999997
22.9,27964.0,2.13,94.5,1,37.2,6.4,1.8,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0.6844106463878328,-2.049999999999999
21.1,25000.0,4.17,93.8,3,33.8,5.9,2.27,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.4860813704496788,-0.47999999999999865
22.1,25082.0,4.33,88.8,1,22.3,5.5,4.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.8281573498964803,-2.379999999999999
18.8,25000.0,3.95,91.8,3,41.5,4.8,3.08,3,0,1,1,1,0,0,1,0,0,1,0,0,0,0.6921348314606741,-1.38
17.9,37837.0,4.07,71.6,1,23.6,4.4,3.77,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0.824945295404814,-1.759999999999999
21.2,102040.0,2.84,87.7,3,61.2,9.5,1.97,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0.5898203592814372,3.7300000000000004
20.3,25000.0,0.89,81.7,0,22.3,2.9,1.46,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1.0503597122302157,-5.27
22.4,29740.5,4.0,78.3,4,39.6,5.5,2.12,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0.47111111111111115,1.67
20.8,30545.0,2.26,79.7,2,14.7,3.9,3.22,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1.1666666666666667,-2.0700000000000003
21.5,44408.0,4.48,79.8,5,24.3,6.4,1.96,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.393574297188755,3.420000000000001
17.4,45165.0,2.61,79.0,2,22.9,4.8,2.35,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0.7556270096463024,-1.1000000000000005
25.2,33632.0,3.94,77.1,0,13.6,4.6,1.66,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0.3738738738738739,-3.1099999999999994
20.6,29031.0,3.62,71.3,0,23.1,6.7,0.31,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0.07524271844660194,-0.4299999999999997
22.5,25000.0,3.04,69.4,2,34.3,9.0,1.8,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0.5084745762711864,4.06
19.2,25000.0,5.3,85.2,4,27.0,4.0,1.79,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.3086206896551724,-0.5199999999999996
21.7,28054.0,2.52,59.5,2,44.3,2.7,3.02,2,0,1,1,0,0,0,0,0,1,0,1,0,0,1.0,-1.25
18.1,25000.0,0.94,97.6,3,18.8,5.6,2.94,1,0,0,1,1,1,0,0,1,0,0,1,0,0,2.0416666666666665,-1.1600000000000001
22.0,25000.0,2.41,77.0,3,38.4,7.0,1.98,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.6804123711340205,2.3
20.2,57763.0,5.99,67.6,0,22.9,5.1,2.38,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.36671802773497686,-1.6600000000000001
21.1,31543.0,3.65,86.2,1,43.6,6.6,2.16,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0.5204819277108433,-1.0200000000000014
22.5,50797.0,5.41,80.9,1,39.4,4.5,3.98,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0.6734348561759729,-2.59
18.3,71811.0,3.98,74.4,1,42.2,9.8,0.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.16741071428571427,3.3600000000000003
19.5,26736.0,5.56,77.4,1,28.1,6.6,2.5,3,0,0,1,0,1,1,0,0,0,0,1,0,0,0.4125412541254126,-0.14000000000000057
22.0,33671.0,2.93,81.3,3,46.0,4.6,2.63,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7667638483965014,-0.5299999999999994
25.6,25000.0,4.37,90.7,1,10.1,4.1,2.54,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0.5215605749486653,-3.9700000000000006
20.7,25000.0,5.04,60.8,3,35.4,6.0,0.61,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.11010830324909747,2.92
22.3,25000.0,2.35,84.5,1,31.7,6.7,0.0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,-0.7499999999999991
20.8,49310.0,2.66,95.2,1,40.0,3.1,1.21,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0.3829113924050633,-5.42
25.3,33697.0,3.67,75.5,0,29.1,5.5,0.96,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0.23021582733812948,-2.05
17.2,90036.0,4.62,88.0,2,18.2,6.8,0.92,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0.1796875,0.0
21.2,53275.0,2.97,87.4,1,16.9,6.1,1.25,2,0,1,1,0,1,0,1,0,0,1,0,0,0,0.36023054755043227,-1.6400000000000006
17.4,25000.0,5.48,97.1,2,29.9,6.6,1.91,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.31939799331103674,-1.1099999999999994
17.0,49227.0,5.24,83.9,3,26.9,8.2,1.59,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.2770034843205575,2.8099999999999987
21.7,25000.0,3.92,87.6,3,40.3,1.0,3.52,3,0,0,1,0,1,1,0,0,0,0,1,0,0,0.7963800904977376,-4.76
21.3,61705.0,4.58,90.5,2,41.4,5.9,2.2,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0.4330708661417323,-1.1500000000000004
20.4,29740.5,4.0,71.9,2,30.6,5.5,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.6666666666666666,0.3099999999999996
20.8,29740.5,4.0,74.9,1,30.3,5.5,1.26,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0.28,-0.9900000000000002
27.8,25000.0,4.65,76.2,2,42.8,7.8,1.04,3,1,0,1,1,1,0,0,1,0,0,0,0,0,0.20194174757281552,2.1800000000000006
20.4,25000.0,3.24,84.1,2,27.1,5.3,1.88,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0.5026737967914437,-1.1100000000000003
22.1,25000.0,1.86,88.9,1,27.6,3.8,3.15,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1.3347457627118642,-4.090000000000001
19.6,25000.0,4.21,84.7,0,14.1,7.0,2.64,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.5605095541401274,-1.4700000000000006
21.6,49713.0,5.62,73.7,2,40.5,5.8,1.01,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.1650326797385621,0.4299999999999997
20.5,87345.0,5.73,80.0,2,28.9,5.8,4.0,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0.6420545746388443,-0.20000000000000018
20.1,25000.0,4.41,70.9,4,43.6,9.4,2.03,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0.41344195519348265,6.31
25.0,63456.0,3.41,86.7,2,15.5,2.8,3.44,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0.8797953964194373,-3.87
23.6,25000.0,5.2,97.8,0,24.1,4.4,4.0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7017543859649122,-5.379999999999999
21.3,36634.0,2.57,86.2,1,41.4,6.2,1.98,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6449511400651466,-1.4200000000000008
17.0,25000.0,3.2,66.4,4,33.9,7.7,1.5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.4054054054054054,5.059999999999999
20.2,40718.0,2.14,82.8,1,15.8,3.8,2.67,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1.0113636363636362,-3.4799999999999995
26.9,25000.0,5.3,81.9,1,41.1,4.8,4.0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0.6896551724137931,-2.3900000000000015
20.5,35895.0,1.87,77.8,3,14.3,5.4,3.04,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1.2827004219409281,0.620000000000001
23.4,34695.0,4.53,65.6,0,39.9,5.2,2.63,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.5228628230616301,-1.3599999999999994
24.2,33343.0,7.02,85.8,4,18.2,6.8,1.84,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0.2446808510638298,2.2200000000000006
21.5,25000.0,4.52,89.6,4,44.5,5.4,2.41,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0.48007968127490047,0.4400000000000013
19.1,41345.0,2.74,74.9,0,31.4,6.7,0.14,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0.04320987654320988,-0.79
17.0,37596.0,3.46,74.9,2,34.1,3.3,1.34,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0.3383838383838384,-2.1900000000000004
22.5,26213.0,2.04,79.5,1,29.0,5.8,2.8,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1.1023622047244093,-1.1500000000000004
19.2,44494.0,2.84,95.9,3,31.1,5.6,1.81,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.5419161676646707,-0.9900000000000002
21.4,28075.0,3.07,79.7,4,31.0,7.0,1.33,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.3725490196078432,3.0299999999999994
18.3,40834.0,2.92,75.9,2,38.5,10.0,3.17,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0.9269005847953217,4.409999999999999
20.4,27570.0,4.18,78.8,0,29.2,7.2,1.8,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0.38461538461538464,-0.6799999999999997
21.1,33861.0,0.5,86.6,1,47.5,4.2,0.43,3,0,1,1,1,0,0,0,0,1,1,0,0,0,0.43,-3.46
21.6,41975.0,2.38,65.8,3,21.2,6.6,2.72,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0.9444444444444445,3.0199999999999996
18.5,25000.0,4.75,80.1,3,40.3,5.4,2.89,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0.5504761904761905,0.39000000000000057
23.6,25000.0,6.73,79.2,1,36.8,4.9,2.73,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0.3775933609958506,-2.0199999999999996
19.7,35089.0,4.56,81.1,1,44.8,4.5,2.16,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.42687747035573126,-2.6099999999999994
17.3,60696.0,2.91,76.4,1,31.5,4.5,0.38,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0.11143695014662756,-2.1400000000000006
20.8,35578.0,5.1,71.4,2,34.0,3.4,4.0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0.7142857142857143,-1.7400000000000002
21.1,35986.0,5.42,89.5,0,33.8,3.2,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6756756756756757,-5.749999999999999
21.4,28990.0,3.02,67.3,1,15.4,6.7,0.84,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0.23863636363636362,0.9700000000000006
24.0,46327.0,2.88,94.5,1,34.7,4.9,3.16,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9349112426035504,-3.549999999999999
20.5,26594.0,6.1,84.8,0,69.2,5.8,2.16,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0.3272727272727273,-2.6800000000000006
20.7,25000.0,2.6,87.4,1,49.3,3.9,2.41,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0.7774193548387097,-3.84
18.6,57710.0,6.28,82.5,3,20.6,6.5,2.0,3,0,1,1,1,0,0,0,0,1,0,1,0,0,0.2949852507374631,1.25
22.8,25000.0,4.73,91.4,3,8.4,4.2,3.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5984703632887188,-1.9400000000000004
