Age,Family_Income,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Stress_Index,GPA,Semester,Dropout,is_female,has_internet_access,has_part_time_job,has_scholarship,Department_Business,Department_CS,Department_Engineering,Department_Science,Parental_Education_High School,Parental_Education_Master,Parental_Education_PhD,Parental_Education_Unknown
21.2,25000.0,4.05,91.1,5,23.9,6.8,3.17,2,0,0,1,1,1,0,1,0,0,1,0,0,0
18.6,38123.0,5.65,85.2,3,39.4,7.5,0.41,3,1,0,1,1,1,0,0,1,0,0,1,0,0
20.6,25000.0,2.28,88.7,1,19.8,4.7,4.0,2,0,0,1,0,0,0,1,0,0,1,0,0,0
21.9,31647.0,4.5,76.5,2,19.4,5.6,2.13,2,0,1,1,1,0,1,0,0,0,0,1,0,0
21.8,101292.0,5.28,74.5,2,18.9,6.1,1.29,1,1,0,0,0,0,0,0,0,0,1,0,0,0
22.1,25000.0,4.59,80.4,3,12.8,7.3,0.52,0,0,1,1,0,0,0,0,0,1,1,0,0,0
21.6,25000.0,5.35,84.1,6,13.1,2.3,2.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19.9,37392.0,4.7,86.8,2,34.6,2.9,1.12,0,1,1,1,0,0,1,0,0,0,0,0,0,0
19.9,25000.0,3.09,85.6,2,18.9,8.0,0.89,0,0,0,1,1,0,0,0,0,1,0,1,0,0
18.4,83449.0,6.33,89.8,0,34.2,2.5,4.0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
24.9,69021.0,4.68,82.9,1,31.2,7.2,0.54,1,0,1,1,0,0,0,1,0,0,0,0,0,0
21.0,26943.0,6.97,73.6,2,40.6,7.9,2.46,2,0,1,0,0,0,0,0,0,0,0,0,0,0
20.5,25000.0,1.58,71.2,1,17.8,6.9,0.0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
19.0,25000.0,7.11,88.1,1,42.7,3.7,1.39,1,0,1,1,0,1,0,0,0,0,0,0,0,0
27.5,25000.0,5.12,90.0,3,19.1,3.9,3.66,1,0,1,1,0,0,0,1,0,0,0,0,0,0
18.6,37427.0,4.61,97.8,3,5.0,5.4,3.64,3,0,1,1,0,0,0,0,0,0,0,0,0,0
20.1,55480.0,2.8,100.0,2,32.3,8.7,2.62,0,0,0,0,1,1,1,0,0,0,0,0,0,0
21.9,25000.0,4.96,89.8,0,19.5,8.6,2.06,1,1,1,0,1,0,0,0,0,0,0,1,0,0
22.3,54532.0,5.56,84.9,4,48.0,6.0,3.03,3,0,0,1,0,0,0,0,0,0,0,0,0,0
23.1,43071.0,1.72,78.6,2,33.6,2.6,4.0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
25.0,25000.0,4.74,75.0,1,29.0,5.8,2.86,1,0,1,0,0,0,1,0,0,0,1,0,0,0
22.1,25000.0,3.16,82.5,0,32.4,5.1,2.25,1,0,0,1,0,1,0,0,0,1,0,1,0,0
18.7,31880.0,4.75,81.2,1,24.0,5.5,2.16,0,1,0,1,1,0,0,0,1,0,0,0,0,0
20.4,25000.0,2.66,97.2,3,50.2,2.5,4.0,1,0,0,1,1,1,0,0,0,1,1,0,0,0
21.7,54952.0,5.65,86.7,2,23.4,5.9,1.24,2,1,1,1,0,1,0,0,0,1,1,0,0,0
25.6,25000.0,3.9,80.2,0,35.6,2.8,2.28,1,0,0,1,0,0,0,0,1,0,1,0,0,0
17.9,41300.0,4.97,74.9,2,20.2,1.0,1.9,3,0,0,1,0,0,0,0,0,1,0,0,0,0
23.6,28329.0,5.26,86.3,3,30.0,5.9,3.35,2,0,1,1,0,0,0,0,0,1,0,0,0,0
21.4,25000.0,4.39,83.1,1,15.2,9.0,2.4,1,1,0,1,0,1,0,0,0,0,1,0,0,0
22.8,27954.0,2.87,78.4,0,32.7,4.0,3.37,0,0,0,1,1,1,0,1,0,0,1,0,0,0
20.8,56840.0,4.82,76.5,4,30.8,4.6,2.05,2,0,1,1,0,0,0,0,1,0,0,0,0,0
19.1,25000.0,3.88,86.4,0,36.6,7.1,1.99,1,0,0,1,0,0,0,0,0,0,1,0,0,0
22.7,25000.0,4.25,78.7,2,35.6,7.6,0.37,0,1,0,1,1,0,1,0,0,0,1,0,0,0
22.4,25000.0,3.53,79.4,3,30.3,5.7,2.2,0,0,0,1,0,1,0,0,0,1,0,1,0,0
23.1,29052.0,1.67,78.1,1,54.5,4.2,3.13,3,0,1,1,0,0,0,0,1,0,0,0,0,0
21.0,25000.0,4.08,100.0,2,29.8,7.9,2.67,2,0,1,1,0,0,0,1,0,0,0,1,0,0
19.7,25000.0,3.22,83.3,1,30.5,3.3,3.29,0,0,0,1,0,1,0,0,0,1,1,0,0,0
17.6,25000.0,4.39,75.4,2,29.0,4.6,3.69,3,0,0,1,1,0,0,0,0,1,0,1,0,0
22.8,79432.0,3.95,61.4,1,32.4,6.6,1.45,1,0,0,1,1,0,0,0,1,0,0,1,0,0
21.9,34477.0,3.32,68.9,2,26.6,2.7,2.17,2,0,1,1,1,1,0,0,0,1,1,0,0,0
18.9,33773.0,6.77,79.7,2,25.6,6.2,1.92,1,1,0,1,1,0,0,1,0,0,1,0,0,0
19.8,25095.0,3.59,95.6,1,39.0,7.5,2.9,3,0,1,1,1,0,0,0,0,0,0,0,0,0
20.0,28826.0,4.1,100.0,2,29.4,8.5,3.74,2,0,0,0,0,0,1,0,0,0,0,0,0,0
17.7,25000.0,6.44,80.1,1,42.6,4.8,3.38,0,0,1,1,0,0,0,0,1,0,0,0,0,0
19.2,40789.0,2.69,84.9,4,7.3,4.7,3.23,2,0,1,1,0,0,0,0,0,0,0,0,0,0
18.5,31587.0,5.09,80.7,2,48.3,6.8,2.08,0,0,1,1,0,1,0,1,0,0,0,0,0,0
20.1,25000.0,3.03,85.6,0,40.7,4.4,2.48,3,0,0,1,1,0,0,0,0,0,1,0,0,0
19.4,34622.0,3.7,80.1,2,29.4,4.9,4.0,2,0,1,1,0,1,0,0,0,1,0,0,0,0
17.4,25000.0,4.52,77.5,1,29.1,6.1,3.18,2,0,0,1,1,1,0,0,0,1,0,0,0,0
25.4,38113.0,5.49,76.7,1,37.7,6.2,2.56,1,0,0,1,1,1,0,0,0,1,0,0,0,0
23.8,25000.0,2.67,87.7,1,17.7,2.1,4.0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
19.3,28067.0,4.33,92.4,2,30.5,3.4,3.83,2,0,1,1,0,0,0,0,0,0,0,0,0,0
21.6,25000.0,3.03,78.4,0,31.9,2.2,0.76,0,0,1,0,1,0,1,0,0,0,1,0,0,0
21.9,29783.0,4.84,87.8,0,5.5,2.5,4.0,3,0,1,1,1,0,0,0,0,1,0,0,0,0
23.6,42065.0,5.26,83.3,3,34.2,3.5,2.29,0,0,1,1,0,0,1,0,0,0,0,0,0,1
19.2,73255.0,4.87,78.9,3,13.8,5.1,2.55,3,0,0,0,0,1,0,0,1,0,0,1,0,0
23.4,29740.5,4.0,87.4,1,43.0,5.5,3.14,3,0,1,1,1,0,0,1,0,0,1,0,0,0
19.8,53385.0,2.57,92.8,0,46.1,1.6,2.43,1,0,1,1,1,1,0,0,0,1,0,0,0,0
18.1,32167.0,3.78,75.4,2,48.1,3.8,0.61,1,0,1,1,0,0,0,0,0,1,0,0,0,0
22.6,29740.5,4.0,79.4,1,26.1,5.5,3.93,0,0,0,1,1,1,1,0,0,0,0,0,0,0
23.8,46907.0,4.67,93.7,2,26.0,5.1,0.99,2,1,1,1,0,0,0,0,0,0,0,0,0,0
26.7,25808.0,5.84,81.7,0,6.3,4.3,4.0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
18.4,29740.5,4.0,60.6,1,38.2,5.5,2.37,2,0,1,1,0,0,1,0,0,0,0,0,0,0
22.5,25000.0,4.68,83.4,0,11.9,5.2,3.84,1,0,0,1,0,1,0,1,0,0,0,1,0,0
20.1,25000.0,2.97,82.1,4,12.6,4.4,0.95,2,0,1,1,0,0,0,0,1,0,1,0,0,0
22.7,52374.0,5.63,90.4,3,26.4,5.0,3.6,1,0,1,1,1,0,0,0,1,0,0,0,0,0
17.8,72493.0,5.32,81.7,0,16.7,4.3,3.02,3,0,0,1,1,1,0,0,0,1,0,1,0,0
18.2,29114.0,3.9,81.9,3,18.5,7.9,3.48,3,0,0,1,0,1,0,0,1,0,0,0,0,0
19.3,25000.0,4.99,81.6,0,30.6,4.9,3.2,2,0,0,0,0,1,0,0,1,0,1,0,0,0
21.2,26386.0,5.09,83.3,1,40.6,6.3,2.08,2,0,1,1,0,0,0,1,0,0,1,0,0,0
19.6,30317.0,2.45,94.1,4,36.5,6.9,1.42,2,1,0,1,0,1,1,0,0,0,0,0,0,1
22.4,25857.0,4.64,87.8,1,32.3,4.3,3.14,1,0,0,1,0,1,0,0,0,0,0,1,0,0
23.3,36381.0,3.19,73.7,0,43.8,2.3,1.17,0,0,1,1,0,1,0,0,0,0,0,0,0,0
22.3,25000.0,4.16,84.3,2,31.5,4.6,4.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
24.6,49184.0,3.55,84.8,1,23.7,6.6,1.77,0,0,0,0,0,1,0,0,0,0,0,1,0,0
21.9,25000.0,4.04,85.0,1,20.8,2.4,4.0,2,0,0,0,0,0,0,0,1,0,1,0,0,0
18.3,62449.0,5.2,70.2,0,36.6,6.0,1.7,3,0,1,1,0,1,0,1,0,0,0,1,0,0
24.0,75361.0,2.51,83.2,2,16.8,7.0,0.71,3,1,1,1,0,1,0,0,1,0,0,0,0,0
19.7,25000.0,1.73,77.5,1,34.2,8.0,0.93,3,1,0,1,0,0,0,1,0,0,0,0,0,0
23.0,25000.0,3.42,70.0,4,24.9,6.7,1.09,1,1,1,1,0,0,1,0,0,0,0,0,0,0
24.5,38041.0,5.44,91.7,1,19.9,6.0,1.76,1,1,0,1,0,0,1,0,0,0,1,0,0,0
22.0,25000.0,2.83,79.7,3,19.7,5.8,1.25,0,0,1,0,0,1,0,0,0,0,1,0,0,0
17.7,25000.0,3.33,79.9,7,41.6,3.3,3.71,2,0,0,1,1,1,1,0,0,0,0,0,0,0
19.0,57614.0,5.52,89.1,4,19.7,3.8,3.69,0,0,0,1,1,0,0,1,0,0,0,0,0,0
23.9,46285.0,5.8,90.2,1,26.6,2.4,4.0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
20.6,97550.0,4.9,80.0,1,24.4,5.6,3.46,2,0,0,1,0,0,0,0,1,0,0,0,1,0
21.2,32941.0,4.53,82.2,2,42.7,6.3,0.28,1,1,1,1,0,0,0,1,0,0,0,0,0,0
22.7,25000.0,5.3,73.9,0,48.5,5.7,1.73,1,1,1,0,0,0,0,1,0,0,1,0,0,0
22.5,30661.0,3.46,74.5,2,40.9,6.0,2.16,0,1,1,0,0,0,0,0,1,0,0,0,0,0
21.6,27164.0,4.9,92.4,3,25.5,6.9,2.21,2,0,0,1,1,1,0,0,0,0,0,1,0,0
20.5,27394.0,2.96,82.4,1,34.1,3.1,2.08,2,0,0,1,0,0,0,0,0,1,1,0,0,0
20.3,29311.0,6.1,89.8,3,19.1,5.6,3.4,1,0,0,1,1,0,0,1,0,0,0,0,0,0
22.9,25000.0,5.36,80.7,2,32.5,5.9,2.52,3,0,0,1,1,0,0,0,0,1,0,1,0,0
22.2,35219.0,4.86,85.4,2,8.9,4.7,0.34,3,0,1,1,0,0,0,1,0,0,0,0,0,0
20.4,25000.0,3.56,68.1,1,32.8,1.7,2.52,3,0,0,1,1,0,0,0,0,1,0,1,0,0
23.4,25000.0,4.9,88.9,2,29.3,3.7,3.11,2,0,1,0,1,0,0,0,0,0,0,1,0,0
20.7,27686.0,3.98,81.8,1,35.3,4.6,1.65,0,0,1,1,1,0,0,0,0,1,1,0,0,0
19.1,25000.0,3.28,78.2,0,29.9,5.8,2.35,0,0,0,1,0,0,1,0,0,0,0,0,0,0
19.3,47164.0,4.76,87.0,3,40.0,5.6,3.02,1,0,1,1,0,0,1,0,0,0,0,1,0,0
18.8,29740.5,4.0,89.9,3,20.8,5.5,0.74,3,1,0,0,1,0,1,0,0,0,0,1,0,0
20.4,44434.0,5.15,78.8,3,39.1,7.2,1.12,3,0,0,1,1,1,0,1,0,0,0,0,0,0
23.7,25000.0,2.66,72.4,1,35.7,5.5,2.42,0,1,1,0,1,0,1,0,0,0,0,1,0,0
19.2,25000.0,4.95,95.3,4,43.1,5.7,3.94,3,0,0,1,1,0,0,0,1,0,0,0,0,1
21.4,40598.0,2.06,80.3,1,43.9,7.8,2.12,3,1,0,1,0,0,0,0,0,1,0,0,0,1
19.6,111178.0,3.46,66.6,2,18.6,7.9,0.62,1,1,1,0,0,1,0,0,0,1,0,1,0,0
20.4,31884.0,4.59,78.6,3,36.2,6.1,1.85,3,0,0,1,0,0,1,0,0,0,0,0,0,0
17.7,25000.0,5.13,85.6,2,16.0,8.6,0.96,0,1,1,1,0,0,0,0,0,1,1,0,0,0
20.5,52692.0,3.1,81.3,2,43.9,3.9,2.63,3,0,0,1,0,1,0,0,0,0,1,0,0,0
20.6,25870.0,2.8,81.0,3,19.8,5.4,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
22.2,31006.0,5.33,79.2,3,25.4,10.0,2.28,3,0,1,0,0,0,1,0,0,0,0,0,0,0
21.5,41553.0,6.47,78.6,2,32.6,6.8,1.72,1,0,1,1,0,0,0,0,0,1,0,0,0,0
18.4,25000.0,2.82,71.8,3,38.9,5.2,2.03,2,1,0,1,0,1,1,0,0,0,0,1,0,0
23.4,29849.0,0.6,71.6,0,34.5,5.7,1.32,1,0,0,0,1,1,0,1,0,0,0,1,0,0
21.5,29740.5,4.0,69.9,1,39.2,5.5,3.7,2,0,1,1,0,1,0,0,0,1,0,0,0,0
21.4,61889.0,3.81,91.8,0,30.1,8.5,1.02,3,0,0,1,0,0,0,0,1,0,0,0,0,0
21.0,45994.0,2.82,79.8,0,32.9,6.9,2.59,2,0,1,1,0,0,0,0,1,0,0,0,0,0
19.9,25000.0,4.08,93.1,2,8.8,5.4,2.38,3,0,1,1,0,0,0,0,0,1,0,1,0,0
21.5,63423.0,6.53,90.8,0,42.3,2.5,2.63,3,0,1,1,0,1,0,0,0,1,1,0,0,0
22.0,38938.0,4.85,80.9,1,26.5,4.2,0.82,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17.2,25000.0,5.01,87.1,2,24.8,5.6,2.47,0,0,1,1,1,0,0,0,0,0,0,0,0,1
19.8,30744.0,4.21,85.9,1,53.2,5.3,3.37,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20.4,55320.0,4.62,78.0,1,5.0,7.5,1.3,2,0,1,1,0,0,0,0,0,0,0,0,0,0
21.6,25000.0,6.21,64.7,4,31.1,5.1,1.52,0,1,1,1,1,0,0,0,0,0,1,0,0,0
23.6,67951.0,2.83,83.1,3,5.0,7.0,2.63,1,0,0,1,0,1,1,0,0,0,0,0,0,0
19.3,25000.0,4.99,87.6,2,34.1,2.9,4.0,3,0,0,1,1,0,0,0,0,0,0,0,0,0
19.9,25000.0,3.95,77.6,1,21.6,4.6,0.56,1,0,1,1,0,0,1,0,0,0,0,0,0,1
19.9,25000.0,3.92,98.1,1,5.0,6.8,3.22,3,0,1,1,1,0,0,0,1,0,0,0,0,0
19.2,67925.0,2.51,90.3,2,43.1,9.2,3.32,3,0,0,1,0,0,0,1,0,0,0,0,0,0
20.2,25000.0,4.55,70.2,1,14.5,5.2,1.98,1,0,0,1,0,0,0,0,0,1,0,0,0,0
22.7,25000.0,4.76,80.4,1,41.4,7.0,1.71,2,1,1,0,0,0,0,1,0,0,0,0,1,0
18.7,38837.0,3.76,75.3,3,18.3,7.9,1.73,2,1,1,1,0,1,0,0,1,0,0,1,0,0
21.9,44210.0,5.88,79.1,0,24.4,7.2,1.47,2,1,0,1,0,0,0,0,0,0,0,0,0,0
17.3,44379.0,4.11,87.2,2,5.0,6.8,2.29,3,0,1,1,0,0,0,0,1,0,0,0,1,0
19.8,25266.0,1.24,80.0,1,35.1,4.9,0.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
20.3,34638.0,4.71,77.4,1,23.1,8.2,1.4,1,0,1,1,0,0,0,1,0,0,0,0,0,0
24.7,25000.0,2.49,82.8,1,25.6,3.1,1.75,3,0,1,1,0,0,1,0,0,0,0,0,0,0
20.4,81217.0,5.86,88.1,2,28.9,3.2,3.66,3,0,0,1,0,0,0,0,1,0,0,1,0,0
17.0,59073.0,6.44,88.0,0,10.2,8.9,1.88,1,0,1,1,1,0,0,0,1,0,1,0,0,0
17.0,56941.0,5.31,86.9,1,38.3,6.2,1.88,1,0,1,1,1,0,1,0,0,0,0,0,0,0
21.1,47881.0,4.0,93.0,1,23.2,3.3,4.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
22.4,40613.0,4.78,81.3,2,57.5,2.9,3.36,0,0,0,1,1,0,0,1,0,0,0,0,0,0
21.8,25000.0,3.03,79.1,2,24.2,2.8,2.58,3,0,0,1,0,0,0,1,0,0,0,0,0,0
21.4,43477.0,4.8,80.8,2,25.3,9.2,0.39,3,1,0,1,1,0,0,0,1,0,1,0,0,0
23.6,31843.0,2.97,75.5,3,13.7,5.4,4.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
19.8,63451.0,6.44,75.3,2,10.6,4.6,2.42,2,0,1,1,1,0,0,0,1,0,0,1,0,0
23.0,48264.0,2.72,87.9,1,40.5,8.4,3.14,1,1,1,1,0,0,0,0,0,1,1,0,0,0
17.4,41367.0,1.87,88.6,3,42.7,6.0,0.67,1,0,1,1,0,0,0,1,0,0,0,0,0,0
19.0,25000.0,3.79,60.8,2,23.2,4.9,1.52,0,1,1,1,0,0,0,0,0,1,0,0,0,0
17.0,28187.0,4.77,89.5,1,31.5,7.4,4.0,3,0,0,1,0,0,0,0,0,1,0,1,0,0
20.4,29740.5,4.0,63.7,4,44.9,5.5,3.51,1,0,1,1,0,0,1,0,0,0,0,1,0,0
20.9,34593.0,3.06,76.9,4,33.5,6.6,0.36,3,1,1,1,0,1,0,0,0,0,0,0,0,0
21.3,25000.0,4.08,79.4,1,35.8,5.0,2.3,1,0,1,0,0,0,0,1,0,0,0,1,0,0
21.1,25196.0,4.0,71.9,5,31.0,3.9,2.88,2,0,0,0,1,1,1,0,0,0,0,1,0,0
19.0,39160.0,2.63,80.7,1,22.2,3.7,1.43,0,0,1,1,0,0,0,0,1,0,0,0,0,0
20.6,25000.0,2.7,97.3,3,34.6,5.7,2.71,2,0,1,1,1,0,0,0,0,0,0,1,0,0
17.7,31983.0,1.55,69.6,3,52.4,5.5,3.47,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24.0,25000.0,5.99,86.9,0,23.8,6.4,2.76,0,0,1,1,0,0,1,0,0,0,0,0,1,0
20.3,25000.0,2.97,89.8,1,40.4,4.7,1.54,1,1,1,1,0,1,0,0,0,0,0,0,0,0
19.9,44074.0,1.29,86.7,1,32.2,7.8,1.22,0,0,0,1,1,0,0,1,0,0,0,0,0,0
24.5,25000.0,3.5,94.3,2,22.9,3.1,2.59,1,0,1,1,0,0,0,1,0,0,1,0,0,0
18.3,62783.0,5.58,89.9,3,40.7,6.3,2.78,1,1,1,1,0,0,0,0,0,0,0,0,1,0
18.5,53351.0,4.67,87.4,2,39.3,3.9,2.79,1,0,1,1,1,1,0,1,0,0,0,0,1,0
18.6,25313.0,4.66,90.3,5,37.0,5.1,2.87,2,0,1,0,0,1,0,0,1,0,0,1,0,0
20.9,179735.0,6.1,89.9,0,51.0,3.8,2.19,1,0,1,1,0,0,0,0,0,1,0,0,0,0
21.9,62684.0,5.35,79.2,0,52.0,4.8,4.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
22.6,25000.0,0.6,87.0,1,30.6,3.6,1.06,3,0,0,1,0,1,0,1,0,0,0,0,0,0
26.7,46523.0,3.38,79.8,1,28.7,3.7,0.76,1,0,1,1,1,0,0,1,0,0,1,0,0,0
17.0,30931.0,4.56,71.3,2,12.9,7.2,0.76,3,1,1,1,0,0,1,0,0,0,1,0,0,0
22.3,25000.0,4.25,96.7,5,48.4,3.0,3.89,3,0,1,1,0,1,1,0,0,0,0,0,0,0
19.8,25000.0,4.72,77.6,2,29.1,6.7,1.88,3,0,0,1,0,1,0,0,0,1,0,0,0,0
19.7,54011.0,7.49,90.8,4,22.7,7.0,3.85,3,0,0,1,0,0,0,0,1,0,0,0,1,0
19.6,29740.5,4.0,86.3,1,18.8,5.5,1.84,0,0,1,1,0,1,0,0,1,0,0,0,0,1
19.0,27970.0,1.08,74.8,2,18.7,5.5,1.12,1,0,0,1,0,0,0,0,0,1,1,0,0,0
24.7,25000.0,0.84,75.8,2,51.1,3.5,0.88,1,0,1,1,0,0,0,0,0,1,1,0,0,0
22.9,25000.0,5.2,85.2,1,40.8,2.7,3.17,3,1,1,1,1,0,0,0,1,0,1,0,0,0
21.1,27552.0,3.79,85.2,3,12.1,3.4,2.54,2,0,1,1,1,1,0,0,0,1,1,0,0,0
24.0,37531.0,2.06,79.0,5,12.6,3.4,3.16,3,0,0,1,0,1,1,0,0,0,0,0,0,0
17.7,25000.0,3.69,69.3,0,31.5,6.0,1.28,2,0,1,1,0,0,0,0,0,0,0,1,0,0
18.1,30036.0,3.38,88.4,1,17.8,3.0,4.0,2,0,1,1,0,0,0,0,0,1,0,0,0,0
17.0,25000.0,3.54,58.6,0,27.0,5.1,1.32,3,1,0,1,1,0,0,0,0,0,0,0,0,0
19.5,68969.0,1.51,84.8,0,48.6,5.6,0.53,2,1,0,1,1,0,0,0,0,0,0,1,0,0
21.4,173798.0,4.77,91.1,2,42.8,5.0,3.2,2,0,0,0,0,0,0,0,0,1,0,0,0,0
21.2,25000.0,4.93,67.2,3,9.5,5.0,2.89,3,0,0,1,0,1,0,0,1,0,1,0,0,0
21.3,25000.0,4.17,83.3,1,17.9,7.8,1.71,3,1,1,1,1,0,0,0,1,0,1,0,0,0
17.9,31893.0,3.9,78.9,0,32.9,6.4,2.99,2,0,1,1,1,0,1,0,0,0,0,0,0,0
22.8,26285.0,4.23,83.6,3,43.6,6.8,1.47,0,1,1,1,0,1,1,0,0,0,1,0,0,0
21.5,97033.0,4.06,89.8,2,20.1,4.8,3.87,2,0,1,1,1,0,0,1,0,0,1,0,0,0
22.6,80818.0,1.69,71.2,1,34.4,6.9,2.17,2,0,1,1,1,1,0,0,0,0,1,0,0,0
17.0,49972.0,2.91,80.2,1,24.5,6.0,1.52,3,0,0,1,1,0,0,0,0,1,0,1,0,0
21.7,25000.0,4.28,80.7,1,51.0,5.9,3.57,0,0,1,1,0,0,0,0,0,0,0,0,0,0
18.4,44652.0,3.04,66.4,4,37.5,4.8,0.9,0,1,1,1,0,0,0,0,0,0,0,0,0,1
20.1,34857.0,5.15,86.6,1,27.7,5.9,2.33,0,0,1,1,0,1,0,0,0,1,1,0,0,0
22.2,34365.0,2.24,95.0,2,12.1,9.3,1.6,1,0,1,1,0,0,0,0,0,1,0,0,0,0
21.2,29740.5,4.0,87.4,2,17.3,5.5,2.21,0,0,1,1,0,1,0,0,0,1,1,0,0,0
19.1,56223.0,6.7,83.0,1,5.0,8.6,2.04,0,0,1,1,1,1,0,0,1,0,0,0,0,1
21.0,31719.0,3.63,89.1,3,33.3,2.1,2.8,0,0,1,1,0,1,1,0,0,0,1,0,0,0
17.6,27987.0,2.05,77.2,0,38.0,5.6,1.8,0,0,0,1,0,1,0,0,0,0,0,0,0,0
23.5,25000.0,3.3,74.9,4,38.6,7.0,2.4,0,0,1,1,1,1,0,0,0,0,0,1,0,0
20.5,25000.0,5.58,86.1,2,22.6,6.2,3.8,1,0,1,1,0,0,0,1,0,0,0,0,0,0
23.5,35967.0,3.56,83.8,2,45.4,6.4,2.89,3,0,0,1,1,0,0,1,0,0,1,0,0,0
19.8,25000.0,4.51,84.5,2,49.0,4.8,3.08,0,0,0,1,0,0,0,1,0,0,1,0,0,0
19.8,47748.0,4.07,75.1,3,22.0,7.7,0.95,2,1,1,1,0,0,0,0,1,0,0,0,0,1
19.3,25000.0,4.74,70.0,2,44.2,2.6,2.03,3,0,0,1,0,1,0,1,0,0,1,0,0,0
22.9,25000.0,4.65,73.7,3,31.7,5.2,1.2,0,1,0,1,0,1,0,1,0,0,0,0,0,0
19.4,29740.5,4.0,75.2,2,23.7,5.5,1.03,2,0,1,1,0,0,1,0,0,0,0,0,0,0
22.4,25000.0,5.89,65.7,3,44.8,4.5,1.12,2,0,1,1,0,0,0,0,1,0,0,1,0,0
20.2,25000.0,4.66,85.8,0,15.5,5.6,3.7,1,0,1,1,0,0,0,0,1,0,0,0,0,0
17.0,58731.0,5.54,71.7,0,12.2,2.0,2.01,1,0,0,1,1,0,0,0,0,1,0,0,0,0
19.7,90460.0,3.68,71.2,2,25.2,3.2,3.21,2,0,0,1,1,1,0,0,0,1,0,1,0,0
18.4,25000.0,3.78,79.9,3,27.3,7.8,1.35,2,1,0,1,1,0,0,1,0,0,0,1,0,0
21.1,25000.0,7.48,74.8,0,10.3,5.9,3.41,1,0,0,1,1,0,1,0,0,0,0,0,0,0
18.4,29740.5,4.0,54.400000000000006,1,35.9,5.5,4.0,2,0,0,1,1,0,0,0,1,0,0,1,0,0
23.0,52098.0,5.63,70.3,4,20.6,7.3,1.22,0,1,1,1,0,1,1,0,0,0,1,0,0,0
20.8,79497.0,2.11,86.3,2,14.3,8.0,0.85,1,0,1,1,0,1,0,1,0,0,1,0,0,0
20.6,25000.0,4.46,79.3,2,37.8,8.8,2.01,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22.4,69484.0,3.47,69.9,0,24.8,2.1,3.16,2,0,0,1,1,0,0,0,0,0,0,0,1,0
23.1,25000.0,6.0,93.6,0,42.7,8.0,1.58,3,0,1,1,0,0,0,1,0,0,0,1,0,0
21.0,36376.0,3.12,76.3,1,35.5,3.4,4.0,2,0,1,1,0,1,0,1,0,0,0,0,0,1
19.3,25000.0,3.44,86.2,1,27.6,6.0,1.59,2,0,0,1,1,0,0,0,1,0,1,0,0,0
17.1,27635.0,4.75,81.1,5,43.2,6.6,2.83,0,0,1,1,0,0,1,0,0,0,1,0,0,0
19.5,27815.0,2.63,82.8,1,35.0,8.4,0.71,2,1,0,1,1,1,1,0,0,0,0,1,0,0
19.6,25000.0,4.17,82.2,4,29.8,6.3,1.53,2,1,0,1,0,0,0,0,0,0,0,1,0,0
21.2,37458.0,3.22,71.0,0,36.1,6.0,1.15,0,0,0,1,1,0,0,0,0,1,0,0,1,0
20.2,25000.0,4.18,100.0,2,36.5,4.0,3.92,1,0,1,1,0,1,0,0,1,0,0,1,0,0
22.5,25000.0,3.88,75.9,3,16.9,2.5,1.04,1,0,0,1,0,1,0,0,1,0,1,0,0,0
19.7,38666.0,6.39,88.6,1,58.3,3.9,1.83,3,0,0,1,0,0,0,0,0,0,1,0,0,0
20.9,66518.0,4.6,75.7,1,30.8,8.0,2.48,2,1,0,1,0,0,1,0,0,0,1,0,0,0
23.6,29328.0,2.3,73.2,1,31.1,5.6,1.91,2,1,1,1,0,1,0,0,0,1,1,0,0,0
21.8,40223.0,2.81,93.0,4,8.9,8.5,0.9,0,0,0,1,1,0,0,0,0,1,0,0,0,0
20.9,46857.0,3.43,94.5,1,31.5,4.2,1.35,1,0,0,0,1,0,0,0,1,0,1,0,0,0
19.7,29740.5,4.0,85.6,1,32.1,5.5,2.28,3,1,0,1,1,0,0,0,0,1,0,0,0,0
19.6,25000.0,5.85,88.5,0,16.2,5.8,2.36,3,1,0,0,1,0,0,0,0,0,0,1,0,0
19.1,25000.0,3.27,72.0,2,17.5,7.8,1.55,2,0,0,1,0,1,0,0,0,0,0,1,0,0
19.8,25000.0,3.95,87.3,3,19.2,5.1,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
